"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:1902414","protein localization to cell junction","78/6579","125/18860",0.624,1.78881896944824,6.47631421486716,3.01622083634544e-10,2.19768090593032e-08,1.50975264367345e-08,"GRIPAP1/MAPK9/STAU2/DLG4/GIT1/KIF2C/PAK2/CLSTN3/DLG3/KIF3A/IQSEC2/CLSTN1/FLNA/MAP1A/MAPK8IP3/RAB8A/WNT5A/ARHGAP44/CPLX1/BAIAP2/BSN/CACNA2D2/DAG1/HEG1/FERMT2/KIF5C/CDK5/EPB41L3/GRIN2A/ZDHHC12/MAPT/KIF5A/SHANK1/DLG2/PCLO/OLFM1/MAP2K1/MPP7/C1QL2/ERBB2/ACTG1/ACTB/LRRTM1/VCL/GRIN2C/NPHS1/RELN/CACNG2/CACNG7/ASIC2/CACNG3/LRRC7/NECTIN1/NSG1/NRXN1/GPC4/RAB27B/NPTX1/C1QL3/TJP3/F11R/DSG3/GRIP1/PECAM1/LGI1/TJP2/NETO1/ERBB4/VWC2/LHFPL4/HSPB1/GPC6/RAPSN/NRXN2/DSP/MARVELD3/GHSR/DSG2",78
"GO:0017158","regulation of calcium ion-dependent exocytosis","34/6579","41/18860",0.829268292682927,2.37726098191214,6.46148453194138,3.35539422448328e-10,2.41702772602267e-08,1.66043850558461e-08,"REST/PPP3CA/SYT2/NOTCH1/ATP2A2/SCAMP5/STX1A/RAB3A/STXBP1/CDK5R2/SYT3/GNAI2/KCNB1/SYT12/DOC2A/HYAL3/CDK5/TRPV6/RPH3A/RAP1B/DOC2B/BAIAP3/SYT4/SYT15/SYT5/SYT1/SYT7/SYT13/CACNA1B/SYT10/SYT6/ADRA2A/SYT9/SYT8",34
"GO:0007229","integrin-mediated signaling pathway","74/6579","117/18860",0.632478632478632,1.81312464030202,6.45732890528383,3.47711056316766e-10,2.47656223145166e-08,1.70133724421344e-08,"LOXL3/SERPINE1/LAMB2/LIMS1/NID1/PLAU/COL3A1/FN1/DIAPH3/TYROBP/TLN1/FLNA/LAMC1/ITGB2/ITGAV/ADAM11/ITGB8/CTNNA1/FCER1G/CCN2/ABL1/SLC2A10/ITGB1/PTK2B/FERMT3/CD63/SYK/TIMP1/ITGA5/THY1/RCC2/ADAM9/ITGB3/PLEK/PTN/ERBIN/ITGAL/ITGAX/FERMT2/ANGPTL3/FYB1/BST1/ITGAM/ITGA2/MADCAM1/PRKD1/NEDD9/VAV1/CCN1/ITGA6/HCK/ITGA1/SEMA7A/ITGA7/ITGB5/ISG15/LAMA1/ITGA4/FERMT1/MPIG6B/LAMA5/ITGB4/FGR/ZYX/ITGB7/NRP1/PRAM1/LAMB1/MIR92B/VAV3/CD40LG/ITGA3/ITGAD/CD177",74
"GO:0002698","negative regulation of immune effector process","85/6579","140/18860",0.607142857142857,1.74049464747139,6.43658378834117,3.66092254667305e-10,2.57850978037338e-08,1.77137269889899e-08,"TIGIT/HLA-A/LOXL3/PPP3CB/ANXA1/HLA-B/YWHAG/TGFB1/RPS19/GRN/MAPK3/LILRB4/CD84/PTPN6/HAVCR2/VSIG4/A2M/FOXJ1/NECTIN2/NCKAP1L/FCGR2B/LGALS9/PTPRC/HLA-E/CD300A/HLA-F/PGLYRP1/ZC3H12A/MASP1/FGL2/STAT5A/HLA-G/ACP5/HFE/CD69/IL13RA2/BST2/IL7R/DUSP10/LILRB1/BCL6/INPP5D/HLX/TNF/AHR/IL33/SPN/CCR2/SLAMF1/CD80/PDCD1/IL4I1/SUSD4/SPI1/LGALS3/CD96/IL10/IRAK3/IL20RB/CR1/TGFB2/LGALS1/CLEC4G/SERPING1/ANGPT1/KLRC1/CX3CR1/NECTIN4/IL4R/ASCL2/TBX21/CR1L/C4BPA/TWIST1/CLEC12B/SPINK5/IFNL1/IFNB1/FOXF1/PRG2/CR2/APOA2/KIR2DL4/IFNA2/C4BPB",85
"GO:0007193","adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway","64/6579","97/18860",0.65979381443299,1.8914289922794,6.44234369326426,4.07187828785656e-10,2.83644356777173e-08,1.94856685677994e-08,"CXCR4/OPRL1/FLNA/GNAI3/RGS1/CHRM4/C3AR1/PRKACA/S1PR3/AKAP5/ADGRG3/GNAI2/HTR1B/C5AR1/CORT/ITGB3/APLN/GABBR1/EDNRA/HTR1F/PALM/GRM7/GNAZ/PDE2A/ADCY5/GRM2/OPRD1/PTGER4/GNAO1/GPR176/CHRM1/GRM1/HTR1A/P2RY1/GABBR2/OPRM1/GRM5/HTR5A/HRH3/INSL3/CHRM3/NPY1R/CHRM2/GRM3/GRIK3/APLNR/GRM8/MARCO/SSTR2/GRM4/PTGDR2/ADRA2A/HTR1E/HTR4/OPRK1/FPR2/PSAPL1/GNAI1/MTNR1A/GPR15/ADGRG6/RGS2/CASR/HTR1D",64
"GO:0097553","calcium ion transmembrane import into cytosol","110/6579","195/18860",0.564102564102564,1.61711116567478,6.33999799731266,5.61863462228911e-10,3.87136139898812e-08,2.65952991217506e-08,"F2R/PDPK1/PPP3R1/CALM3/PPP3CA/CACNB3/PPP3CB/PRKCE/ITPR1/SLC8A1/FLNA/GHITM/TGFB1/BAX/CALM1/CHD7/ANK2/PLCG2/P2RX5/PRKACA/CYBA/ABL1/PTPN6/CAV1/PLCL2/AKAP5/PTK2B/PLCB3/PLCB1/CXCL10/THY1/CCL3/PTPRC/CALM2/CD4/SELENON/PLCH1/GP1BB/CACNA1I/ITGB3/PRNP/JPH3/CX3CL1/CCR5/GRIN2A/TRPV6/SNCA/JPH4/CXCL9/TMEM38B/CACNA1A/LYN/AKAP6/FKBP1B/NALF1/TMEM38A/PRKD1/SLC8A2/JPH1/P2RX4/DHRS7C/CACNA1C/CACNA1E/GRIN2B/HTR2A/GRIN2C/SLC24A2/CXCL11/CACNA1F/CASQ1/DRD1/PLCH2/PLCE1/SLC8B1/GRIN1/CACNA1D/CACNA2D1/RYR2/TRPM2/CACNA1B/PDE4D/JPH2/APLNR/LCK/PPP3R2/TRPV3/TRPV4/CACNA1G/CALML3/PLCL1/TRPC3/DDIT3/PLCB2/NOS1/SLC24A4/PLCB4/HTR2C/XCR1/KCNN4/RYR1/F2RL3/CASQ2/ATP1A2/CD19/MIR93/EPO/FASLG/SLC8A3/CACNA1S/NGF",110
"GO:0010959","regulation of metal ion transport","189/6579","377/18860",0.50132625994695,1.43715051871097,6.27534849856145,6.02974375410528e-10,4.0786439789319e-08,2.80192793830029e-08,"F2R/PDPK1/PPP3R1/CALM3/PPP3CA/GNB5/TMX1/VAMP2/PPP3CB/PRKCE/NEDD4/B2M/ANO6/YWHAH/ATP2B1/AMIGO1/SPTBN4/MCUB/TSPO/SLC8A1/ISCU/TREM2/FLNA/SCN1B/TGFB1/CACNB1/UBR3/BAX/CALM1/SCN2B/CHD7/KCNAB2/CD84/ANK2/P2RX5/CAMK2G/PRKACA/CYBA/ABL1/PTPN6/CAV1/AKAP5/KCNC1/KCNS1/ATP1B1/KCNIP4/GNAI2/TESC/PTK2B/HOMER3/CD63/HOMER1/ORAI1/UCP2/MLLT6/CXCL10/RGS4/THY1/CCL3/CCL4/CALM2/CD4/ANK3/KCNQ1/SELENON/ITGB3/PRNP/JPH3/ATP1A1/CAMK2B/STC2/CHP1/CX3CL1/CCR1/KCNE3/CRHR1/CCL2/NEDD4L/NOS1AP/CACNB2/SNCA/JPH4/HFE/CXCL9/TMEM38B/OPRD1/CAMK2A/KCNIP2/LYN/GPD1L/HES1/AKAP6/KCNS2/FKBP1B/FGF12/LILRB1/WNK2/TMEM38A/PRKD1/NKX2-5/ABCC8/HOMER2/JPH1/P2RX4/DHRS7C/FGF13/CACNA1C/HTR2A/SCN4B/FXYD5/SCN3B/CXCL11/PIK3CG/CACNA1F/CASQ1/CNKSR3/LILRA2/FXYD7/DRD1/LILRB2/MIR21/SLC8B1/NKAIN4/GRIN1/CACNA1D/SLN/CACNA2D1/PTPN3/LPAR3/KCNC2/RYR2/KCNG1/KCNAB3/LGALS3/STC1/PDE4D/JPH2/APLNR/ATP2C2/DPP6/CRH/KCNG3/KCNE5/PPP3R2/KCNIP3/TRPV3/LRRC38/SNTA1/RCVRN/CALML3/FXYD1/KCNN2/CCL5/SPINK1/TRPC3/ADRA2A/OPRK1/DPP10/AGT/NOS1/PKP2/CACNG1/KCNN4/WNK4/LILRA5/SCN5A/TMC2/F2RL3/NKAIN2/CASQ2/KCNE1/ATP1A2/NPPA/MRLN/EPPIN/CD19/MIR93/EPO/CNTN1/LRRC26/KCNF1/CASR/HAMP/MIR210/FXYD4/CACNG6/NGF/MIR424/GAL",189
"GO:0010721","negative regulation of cell development","151/6579","288/18860",0.524305555555556,1.50302519802064,6.29620782625738,6.04815481968131e-10,4.0786439789319e-08,2.80192793830029e-08,"TP53/SLC4A2/REST/FBXW7/PPP3CA/CBFB/DYNLT1/LOXL3/NTN1/SOX11/ANXA1/MYC/B2M/NOTCH1/KIFAP3/YWHAH/QKI/CTDSP1/TSPO/TREM2/SYNGAP1/RAPGEF2/GDI1/TGFB1/TLR3/ULK1/RUNX1/GSK3A/LILRB4/LTF/ZC3H8/DRAXIN/CTNNA1/MDK/WNT5A/CD74/SPP1/S1PR3/CDK6/TNFAIP6/ID4/TRPC5/FOXJ1/KCTD11/SEMA5A/PRTG/BTG2/C1QC/FCGR2B/HOXA7/RTN4/THY1/CCL3/CERS2/IGDCC4/PLXNA3/HMGA2/KIAA0319/NR1D1/PTN/TRIM46/IRF1/PGLYRP1/SEMA4F/IFRD1/ZC3H12A/FGL2/VEGFA/CDK5/STAT5A/HLA-G/BCL11A/TMEM178A/RTN4R/ARHGAP4/NEGR1/DLL3/DNAJB11/SOCS1/CD69/MCF2/LYN/TMEM176B/HES1/RUNX3/SYT4/EDNRB/DUSP10/SNAI2/LILRB1/BCL6/ERBB2/ABCC8/TRIB1/MAP2/TMEM176A/WEE2/INPP5D/HLX/FGF13/CDKN2A/TNF/LRRC17/PROX1/RB1/CLEC12A/RGMA/MIR21/MAFB/TSC22D1/GPR68/BRINP1/MIR137/IL1B/MIR125B1/FSTL4/BMP7/CR1/LILRB3/NTRK3/LGALS1/SHB/EPHA7/CLEC4G/GPR55/NRP1/SEMA3G/CLDN18/DAB1/RFLNA/LAG3/IL6/NPPC/CARTPT/CTLA4/IL4R/LHX2/MIR181B1/CEBPA/SLIT1/MYCN/ASCL2/TBX21/EFNB3/NKX6-1/IFNL1/NODAL/IFNB1/CDH1/VAX1/IFNA2",151
"GO:0048562","embryonic organ morphogenesis","159/6579","308/18860",0.516233766233766,1.47988582325108,6.21498834345624,9.49826523760596e-10,6.29662745397587e-08,4.32562794681183e-08,"SPARC/REST/MMP14/NAGLU/TGFBR1/MDFI/VANGL2/NTN1/ANKRD24/SOX11/FOXH1/SLC39A1/BBS7/HOXD4/MYC/NOTCH1/SMO/PTK7/PDZD7/MEF2C/HOXD10/PRRX1/TRIOBP/ASB2/SHOX2/NOTCH2/HOXD9/HOXA5/SP3/HOXB3/MAPK3/HOXA3/CHD7/GSC/TFAP2A/HOXD11/HOXC4/HOXD3/CHST11/WNT5A/SATB2/SIX1/RDH10/EIF4A3/MYO15A/SOBP/HIF1A/SOX9/AHI1/CHRNA9/OVOL2/HOXA7/HOXA4/KCNQ1/HOXA2/HOXB2/TEAD2/IRX5/HOXC9/MICAL2/STRC/HOXA1/EDNRA/NDRG4/TBX15/FZD2/TBX2/KCNQ4/GBX2/HOXB7/HAND2/PPP1R35/RBP4/VAX2/HOXB4/TGFBR2/HOXC11/FBN2/MFAP2/STIL/LRIG3/DNAAF19/HES1/HOXA9/HOXA11/RNF207/NKX2-5/EFEMP1/EFNA1/HLX/PROX1/TULP3/LRIG1/FGF9/PDGFRA/NKX3-2/HESX1/LHFPL5/WNT1/FZD5/MSX1/ENG/MAFB/EPHA2/GATA4/POU3F4/FOLR1/OSR2/DNAAF1/NECTIN1/GRHL3/RYR2/DLL1/MYO7A/FBN3/ATP8A2/GATA3/CTHRC1/APLNR/HOXB6/PITX2/BMP7/STRA6/RARB/WNT9B/PLS1/MESP1/STOX1/YAP1/ATP6V1B1/GRHL2/RUNX2/ZIC1/HOXB9/HOXB8/GJB6/TMIE/CRB2/MYCN/TBX20/HOXB5/FOXN4/TWIST1/NODAL/EYA1/TIFAB/LBX1/LHX1/FOXF1/POU4F3/FGF10/USH1G/MFAP5/COL2A1/FGF8/OTX1/DCANP1/ALDH1A3/MYO3A",159
"GO:0042060","wound healing","220/6579","453/18860",0.485651214128035,1.39221491084583,6.1844930079226,9.53582955642346e-10,6.29662745397587e-08,4.32562794681183e-08,"F2R/DDR1/TNFRSF12A/PPP3CA/FKBP10/TGFBR1/PAK1/VANGL2/RHOC/ANXA5/PIK3CB/SERPINE1/TMX1/CD9/PRKCE/ANXA1/ANO6/ANXA2/CD44/PLAU/PTK7/DGKZ/COL3A1/TFPI/CLIC1/FN1/GNA13/PDPN/TLN1/FLNA/S100A10/ELK3/CD151/TGFB1/NOTCH2/CCN4/RAB3A/AJUBA/STXBP1/ITGAV/HMOX1/NFE2L2/TSKU/RREB1/PLCG2/WNT5A/PAFAH2/FCER1G/DMTN/F2RL2/PTPN6/CORO1B/CAV1/EMILIN1/ADTRP/CLEC7A/ITGB1/DGKE/CARMIL2/SYTL4/MYOF/FERMT3/SYK/HIF1A/MYH10/FZD7/TIMP1/TYRO3/CASP1/EMILIN2/ITGA5/F2RL1/HNF4A/GPX1/CNN2/TNFAIP3/ANGPTL2/LMAN1/GP1BB/ITGB3/APOE/PLEK/DGKQ/DAG1/AQP1/PRRG4/CX3CL1/SLC11A1/PROS1/ADGRG1/MYL12A/TRIM72/B4GALT1/IL1A/VKORC1/FERMT2/PLAUR/VEGFA/PRCP/GNA12/PRRG3/PLSCR1/HPSE/DRD5/ITPK1/LYN/PROCR/GSDMD/ITGA2/EPB41L4B/ERBB2/COL5A1/ACTG1/THBS1/ANGPT2/SAA1/ACTB/HTR2A/ANO5/VAV1/SERPIND1/CD36/VCL/DGKI/DDR2/TNF/PLAT/AGER/SERPINA1/PIK3CG/AJAP1/DGKB/CDKN1A/KANK1/SYT7/PDGFRA/P2RY1/ALOX5/PDIA2/HBEGF/THBD/TREML1/F7/ENG/MCAM/WAS/GATA4/TAFA5/ADRA2C/ITGB5/GRHL3/CD109/INSL3/F13A1/C1QTNF1/JAML/PLA2G4A/LCK/FERMT1/PPL/NLRP6/MPIG6B/TBXA2R/F11R/PF4/KDR/TGFB2/DCBLD2/PECAM1/XBP1/EVPL/FER1L5/RAB27A/YAP1/IL6R/MMRN1/ADRA2A/SERPING1/ANGPT1/PRF1/HSPB1/SERPINA10/IL6/ARHGEF19/F3/WFDC1/VAV3/CD40LG/TFPI2/ADAMTS18/MMP12/FAP/VWF/F13B/PDGFA/DSP/KNG1/F11/MIR15B/F2RL3/HBB/NRG1/ANXA8/PLG/GP6/SELP/CELA2A/PRSS56/ANGPTL4/SCUBE1/MIR17/ADRA2B/EREG/GZMB/FGF10/APOH/POU2F3/MIR29A/C4BPB/LRG1",220
"GO:0009612","response to mechanical stimulus","124/6579","228/18860",0.543859649122807,1.55908086068645,6.21633940738099,1.08658784901486e-09,7.10090760299505e-08,4.87814859617415e-08,"TNC/MMP2/REST/MMP14/MAP2K4/HABP4/GOT1/STRBP/MYC/IGFBP2/PDZD7/CHEK1/LRP11/SLC8A1/SHANK3/TGFB1/TLR3/MAPK3/COL1A1/MAP3K1/LARGE1/MDK/TNFRSF10B/MYD88/FOS/CYBA/TNFRSF1A/CASP2/KCNC1/CAPN2/RELA/CALB1/CHI3L1/BTG2/SOX9/TMEM150C/CXCL10/CHRNA9/CASP1/ETV1/POSTN/CNN2/KCNQ1/BCL10/ITGB3/TXNIP/KIAA0319/STRC/PHF24/KCNA1/PTN/DAG1/AQP1/IRF1/JUN/SCN1A/PDE2A/NFKBIA/PKD2L1/KCNQ3/PTGER4/RCAN1/ATOH7/GPI/ITGAM/ANO3/KCNK4/ITGA2/TLR7/THBS1/GSN/PIEZO1/ANGPT2/FADD/CNTNAP2/TNFSF14/TLR8/HTR2A/DDR2/TNF/CDH2/MAPK8/CCNB1/P2RY1/GADD45A/MAP3K14/LHFPL5/ASIC2/CASP5/GATA4/PSPH/RYR2/NRXN1/CASP8/MPO/ATP8A2/TLR5/IL1B/COL6A1/TNFRSF8/TUBA1A/STAT1/PPL/MAP1B/STRA6/F11R/LTBR/TRPV4/PECAM1/PTPRQ/KCNA5/TEK/FOSB/GDF5/NRXN2/TMC2/TNFRSF10A/ATP1A2/NPPA/TIFAB/FOXP2/ANKRD1/DCANP1/KRT5",124
"GO:0071219","cellular response to molecule of bacterial origin","132/6579","247/18860",0.534412955465587,1.53200005169189,6.15991004702749,1.45689204121614e-09,9.42371290741743e-08,6.47385861923862e-08,"ABCA1/CARD8/GIT1/SERPINE1/VIM/PRKCE/B2M/TRIM5/IRAK4/CD68/MEF2C/TSPO/HDAC5/LITAF/TREM2/GSK3A/MAPK3/GBP2/CD86/LTF/TNIP2/PLCG2/WNT5A/MYD88/ABL1/PTPN6/GBP3/HAVCR2/CAPN2/IRGM/RELA/TLR1/CD180/CXCL8/CXCL10/FCGR2B/CASP1/PTAFR/ADAM9/HMGB2/TNFAIP3/SIRPA/CD200/BCL10/MMP9/SELENOS/NOD2/NR1D1/PYCARD/CX3CL1/CDK4/ZC3H12A/IRAK1/CD14/IL1A/CCL2/GSTP1/GBP5/CCR5/NFKBIA/TNFRSF1B/SBNO2/CXCL9/LYN/EDNRB/IL18/IRF8/TLR2/LILRB1/KLRK1/RIPK2/IRF5/LY86/TRIB1/KLRC4-KLRK1/LY96/KMO/CD36/TNF/TLR6/AHR/LDOC1/HCK/MAPK8/ZFP36/CD80/LILRA2/LILRB2/MIR21/CARD16/FZD5/PPBP/ARID5A/SPI1/PTPN22/TLR5/IL1B/IL10/IRAK3/MIR19A/TBXA2R/ASS1/PF4/LBP/IL37/PDCD1LG2/FCAR/NFKBIZ/MRC1/XBP1/CXCL6/MIR128-1/PPM1E/CEBPB/OPRK1/GFI1/CCL28/IL6/CX3CR1/MIR223/IL24/MIR6869/CXCL13/GHSR/CXCL5/TIFAB/IL12B/MIR17/IL36B/ANKRD1/NR1H4/MIR766",132
"GO:0050767","regulation of neurogenesis","188/6579","378/18860",0.497354497354497,1.42576467853866,6.12016955644897,1.51083609220039e-09,9.67392928127097e-08,6.64575110412866e-08,"TP53/REST/EZH2/PTPRZ1/TNFRSF12A/PPP3CA/HDAC1/STAU2/DYNLT1/ASPM/ZFYVE27/PAK1/NTN1/SOX11/DISC1/CXCR4/ARMCX5-GPRASP2/B2M/ANXA2/ATXN1/NOTCH1/SMO/KIFAP3/YWHAH/QKI/CTDSP1/MAPRE3/NPTN/AMIGO1/FN1/TSPO/TREM2/SYNGAP1/SHANK3/S100A10/RAPGEF2/GDI1/TGFB1/SHOX2/ULK1/ITPKA/PAFAH1B1/HOXB3/TTBK1/CHD7/DRAXIN/CDKL5/CTNNA1/MDK/ZNF365/WNT5A/SPP1/ID4/TRPC5/ITGB1/RELA/KCTD11/TBC1D24/SEMA5A/PRTG/HIF1A/BTG2/GPRASP3/DMRTA2/MAP6/RGS14/RTN4/LIF/WDR62/THY1/NEURL1/HMGB2/BAIAP2/CERS2/IGDCC4/PLXNA3/EPHA4/HMGA2/KIAA0319/DOCK7/EGR2/NR1D1/CAMK2B/METRN/PTN/XRCC2/TRIM46/DAG1/HEY1/CX3CL1/SEMA4F/IFRD1/PLXNB2/VEGFA/EFNA5/CDK5/BCL11A/RTN4R/ARHGAP4/NEGR1/TNFRSF1B/DLL3/DNAJB11/MAPT/MCF2/LYN/HES1/SYT4/BMP2/DUSP10/MAP2K1/GFAP/OLIG2/ABCC8/MAP2/OTP/RND2/FGF13/NEFL/TNF/TP73/PROX1/RB1/FEZF2/TIAM2/LIMK1/NKX2-2/RELN/L1CAM/HEY2/OPRM1/RNF112/POU4F1/GRM5/RGMA/SOX8/SEMA7A/IL34/CUX2/SLITRK1/LPAR3/HEYL/FERD3L/BRINP1/MIR137/DLL1/IL1B/MIR125B1/FSTL4/BDNF/LEF1/BMP7/MAP1B/SLIT2/NTRK3/HES6/CHODL/SPINT1/EPHA7/ISLR2/PTPRD/IL1RAPL1/YAP1/NRP1/SEMA3G/GSX2/DAB1/IL6/CX3CR1/NOS1/ASCL1/HES2/LHX2/MIR181B1/SLIT1/CLCF1/MYCN/ASCL2/EFNB3/NKX6-1/MIR142/CDH1/MYB/RASSF10/VAX1/WNT2/FEZF1/NGF",188
"GO:0007416","synapse assembly","148/6579","284/18860",0.52112676056338,1.49391255574181,6.13840505861594,1.54763223807271e-09,9.79259158022696e-08,6.72726918032878e-08,"STAU2/PPP1R9B/MYCBP2/NTN1/NCKIPSD/CLSTN3/ARMCX5-GPRASP2/NPTN/MEF2C/AMIGO1/HAPLN4/SRPX2/IQSEC2/ARHGEF9/GNA13/CLSTN1/CYFIP2/SHANK3/VSTM5/PDLIM5/SRGAP1/ADD2/CASKIN1/LARGE1/S1PR2/LRFN1/WNT5A/CPEB3/ABL1/SIX1/THBS2/LIN7B/TRIM47/PTK2B/FLRT2/PCDHB9/GPRASP3/RTN4/NEURL1/SPTBN2/BSN/PLXNA3/LRRC4/ADGRB2/RHOG/SLC12A5/PCDHB16/PLXNB2/EFNA5/CDK5/PCDHB10/SRGAP3/RTN4R/ADGRB3/ARHGAP4/NEGR1/SNCA/ZDHHC12/MAPT/PLXNA2/LRRC15/PCLO/CBLN2/SLITRK5/TLR2/C1QL2/GABRB2/SHANK2/ABI3/CBLN4/LRRTM1/IL1RAPL2/FGF13/COLQ/RTN4RL1/FZD1/LRRC4B/RAB29/CDH2/RELN/POU4F1/DRD1/LRTM2/ICAM5/ASIC2/FZD5/GABRB3/CUX2/SLITRK4/LINGO2/LRFN5/SLITRK1/RTN4RL2/NECTIN1/GABRA1/GABRA4/NRXN1/GPC4/LRRTM3/GABRA3/NTNG2/CNTN5/KIRREL3/GABRA5/NPTX1/BDNF/PRICKLE1/IL1RAP/CLSTN2/NRG3/C1QL3/MAP1B/GABRG2/GABRG3/LRRTM4/GABRA2/NTRK3/GABRA6/SPOCK2/CRTAC1/EPHA7/TPBG/PTPRD/LGI2/IL1RAPL1/SEMA4A/ERBB4/LIN7A/LHFPL4/HTR4/FLRT3/ELMO1/GABRG1/MUSK/PCDHB3/NRXN2/PLXNA4/PCDHB5/SLIT1/ADGRL2/PCDHB2/RAB17/EPHB3/GHSR/CDH1/GRIA1/CBLN1/DKK1",148
"GO:0071222","cellular response to lipopolysaccharide","124/6579","229/18860",0.541484716157205,1.55227264732101,6.15425660266139,1.56026463101897e-09,9.79259158022696e-08,6.72726918032878e-08,"ABCA1/CARD8/GIT1/SERPINE1/VIM/PRKCE/B2M/TRIM5/IRAK4/CD68/MEF2C/TSPO/HDAC5/LITAF/GSK3A/MAPK3/GBP2/CD86/LTF/TNIP2/PLCG2/WNT5A/MYD88/ABL1/PTPN6/GBP3/HAVCR2/CAPN2/IRGM/RELA/CD180/CXCL8/CXCL10/CASP1/PTAFR/ADAM9/HMGB2/TNFAIP3/SIRPA/CD200/BCL10/MMP9/SELENOS/NOD2/NR1D1/PYCARD/CX3CL1/CDK4/ZC3H12A/IRAK1/CD14/IL1A/CCL2/GSTP1/GBP5/CCR5/NFKBIA/TNFRSF1B/SBNO2/CXCL9/LYN/EDNRB/IL18/IRF8/TLR2/LILRB1/KLRK1/RIPK2/LY86/TRIB1/KLRC4-KLRK1/LY96/KMO/CD36/TNF/LDOC1/HCK/MAPK8/ZFP36/CD80/LILRA2/LILRB2/MIR21/CARD16/PPBP/ARID5A/SPI1/PTPN22/TLR5/IL1B/IL10/IRAK3/TBXA2R/ASS1/PF4/LBP/IL37/PDCD1LG2/FCAR/NFKBIZ/MRC1/XBP1/CXCL6/MIR128-1/PPM1E/CEBPB/OPRK1/GFI1/CCL28/IL6/CX3CR1/MIR223/IL24/MIR6869/CXCL13/GHSR/CXCL5/TIFAB/IL12B/MIR17/IL36B/ANKRD1/NR1H4/MIR766",124
"GO:0010975","regulation of neuron projection development","217/6579","448/18860",0.484375,1.38855639154887,6.09207145948147,1.6525183991984e-09,1.02699158161947e-07,7.05517917180987e-08,"DDR1/EZH2/TNFRSF12A/PPP3CA/STAU2/ZFYVE27/PAK1/MYCBP2/NTN1/NCKIPSD/PPP2R5B/LZTS3/CDC20/DISC1/PAK2/DPYSL3/VIM/BRSK1/NEDD4/ARMCX5-GPRASP2/B2M/YWHAH/PTK7/MAPRE3/NPTN/INPP5F/AMIGO1/PRRX1/FN1/CHN1/SYNGAP1/APBB1/SHANK3/RAPGEF2/GDI1/SCN1B/SHOX2/INPP5J/ULK1/ITPKA/PDLIM5/PAFAH1B1/STMN3/GRN/GSK3A/NFE2L2/TSKU/DRAXIN/AP2A1/CDKL5/GPC2/MDK/ZNF365/NDEL1/CAMK2G/WNT5A/STX1B/ABL1/SPP1/TRPC5/NCS1/HECW2/PTK2B/SHOC2/SMAD1/TBC1D24/SEMA5A/KATNB1/SERPINI1/NSMF/GPRASP3/NGEF/MAP6/ARHGAP44/RTN4/THY1/TWF1/NOVA2/BAIAP2/CERS2/PLXNA3/EPHA4/APOE/KIAA0319/DAB2/NDRG4/CAMK2B/METRN/PTN/TRIM46/CX3CL1/CAMK1D/CDK5R1/SEMA4F/IFRD1/MFSD2A/PLXNB2/BRSK2/KNDC1/VEGFA/EFNA5/CDK5/BCL11A/RTN4R/NEDD4L/ADGRB3/ARHGAP4/NEGR1/PPFIA2/CFLAR/POU3F2/MAPT/ATOH7/HECW1/MCF2/LYN/HES1/SNAP25/ENC1/XK/PACSIN1/MAP2K1/TBR1/GFAP/PRKD1/ABI3/MAP2/MBOAT1/P3H1/PLK5/EFNA1/RND2/FGF13/PMP22/NEFL/KIF1A/PAK3/DDR2/ITGA6/RTN4RL1/FZD1/FEZF2/TIAM2/LIMK1/RAB29/KANK1/RELN/L1CAM/STMN2/LRRC4C/RGMA/SEMA7A/LTK/CUX2/LRRC7/SLITRK1/RTN4RL2/CD38/LPAR3/CTNNA2/SRCIN1/ATP8A2/NTNG2/GATA3/FSTL4/UST/BDNF/COBL/FUT9/MDM2/PLA2G3/BMP7/MAP1B/SLIT2/NTRK3/TRPV4/CHODL/SKOR2/EPHA7/ISLR2/PTPRD/CNTF/IL1RAPL1/NRP1/SEMA3G/FAT3/DAB1/GFI1/CHRNA3/TNN/PLPPR5/SPOCK1/S100A9/SLIT1/ARC/MIR219A1/ITGA3/TOX/ZNF804A/RAB17/EFNB3/RIT2/CSMD3/RGS2/EPHB3/NEU4/AVIL/TENM3/CDH1/EPO/CNTN1/MIR210/RET/ANKRD1/SLC39A12/NGF/DKK1",217
