"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0099601","regulation of neurotransmitter receptor activity","15/6579","18/18860",0.833333333333333,2.38891422201956,4.31489851352464,3.40846894758335e-05,0.000452961942531045,0.000311173696042201,"LYNX1/PRRT1/CACNG8/MINK1/CACNG2/CACNG7/OPRM1/CNIH2/CACNG3/CACNG4/CRH/DAPK1/SLURP2/CRHBP/PSCA",15
"GO:0038093","Fc receptor signaling pathway","37/6579","61/18860",0.60655737704918,1.7388162534044,4.23015608523378,3.46582672937066e-05,0.000459620829235996,0.000315748187170368,"MAPK9/MAP2K4/YES1/PAK1/PRKCE/IKBKB/MAPK10/MAP3K1/PLCG2/FCER1G/ABL1/FCGR2C/SYK/CD33/FCGR2A/FCGR2B/BTK/FCGR3A/FCGR3B/LYN/FCGR1BP/FCMR/FCGR1A/VAV1/LIMK1/HCK/MAPK8/CLEC4E/LCK/MYO1G/FGR/FCAR/FCER1A/PIGR/VAV3/LILRA4/CLEC4D",37
"GO:0008306","associative learning","53/6579","96/18860",0.552083333333333,1.58265567208796,4.18897039230197,3.50931655771155e-05,0.000464416652595689,0.000319042799675919,"TANC1/BRSK1/ATXN1/DDHD2/SYNGAP1/SHANK3/MAP1A/PDE1B/FOS/ABL1/EIF4A3/PIANP/ITGB1/HIF1A/BTG2/RGS14/NDRG4/NRGN/DEAF1/TAFA2/CDK5/GRIN2A/B3GAT1/DRD5/SHANK1/SNAP25/TBR1/SHANK2/ABCC8/RELN/DRD1/SLC6A1/PPP1R1B/NEUROD2/GRIN1/CSMD1/TUBA1A/GABRA5/CLSTN2/CRH/DBH/HMGCR/RAPGEF3/TPBG/NETO1/OPRK1/PDE8B/HRH1/SLC1A1/FOXB1/ATP1A2/GRIA1/TAC1",53
"GO:0006814","sodium ion transport","120/6579","255/18860",0.470588235294118,1.34903391361104,4.10719466975302,3.66689832397471e-05,0.00048425975990991,0.00033267452557639,"PPP3CA/SCN8A/SLC9B2/PRKCE/NEDD4/ANO6/YWHAH/SPTBN4/SLC8A1/SCN1B/TGFB1/SLC10A7/SCN2B/SLC9A6/ATP1B1/SLC6A12/TESC/KLHL3/SLC41A3/CNGA3/MLLT6/SCN2A/SLC4A8/ANK3/SGK1/KCNQ1/ATP1A1/EDNRA/CHP1/KCNE3/NEDD4L/SCN1A/SLC5A9/GRIN2A/PKD2L1/GPD1L/EDNRB/SLC4A10/FGF12/SLC6A9/WNK2/NKX2-5/SLC8A2/HCN2/ATP1A3/P2RX4/FGF13/SLC5A10/KCNK3/SLC5A4/SLC6A17/SLC9A5/SLC10A5/SCN4B/SLC5A8/SLC24A2/SLC9A2/FXYD5/SCN3B/CNKSR3/FXYD7/HCN1/SLC9A7/SLC6A15/SLC6A1/SCNN1B/SLC8B1/NKAIN4/ASIC2/ATP4A/ASIC4/GRIN1/NALCN/PTPN3/SLC38A5/TRPM2/CNGB1/ASIC5/HCN4/SLC34A2/SLC6A7/SLC17A7/KCNK1/TRPV3/SNTA1/SLC6A13/SLC38A4/SLC10A6/FXYD1/SLC17A6/ATP6V1B1/KCNK9/SLC5A5/SLC13A5/ATP12A/AGT/NOS1/SLC24A4/PKP2/TRPM5/WNK4/SCN7A/SLC6A20/SCN5A/NKAIN2/SLC12A3/ATP1A2/SLC28A3/NPPA/CNGA4/ATP1A4/CNTN1/SLC8A3/SLC6A14/SLC34A1/FXYD4/ATP1B4/SLC5A1/SLC17A3/SCNN1G",120
"GO:0042267","natural killer cell mediated cytotoxicity","48/6579","85/18860",0.564705882352941,1.61884069633325,4.18524382132303,3.70867360648143e-05,0.000487744439657381,0.00033506841471967,"TIGIT/HLA-A/PIK3CB/HLA-B/HLA-C/PLEKHM2/TGFB1/PTPN6/HAVCR2/NECTIN2/LGALS9/HLA-E/FCGR3A/HLA-F/UNC13D/STAT5A/HLA-G/IL18/HCST/LILRB1/CD226/KLRK1/KLRC4-KLRK1/INPP5D/VAV1/CD2/PIK3R6/KLRC2/SLAMF6/ULBP1/KLRC3/SLAMF7/RASGRP1/KLRC4/RAB27A/SH2D1A/KLRC1/LAG3/NKG7/RAET1G/NECTIN4/IL18RAP/CLEC12B/NCR3/IL12B/GZMB/KIR2DL4/IL21",48
"GO:0051279","regulation of release of sequestered calcium ion into cytosol","48/6579","85/18860",0.564705882352941,1.61884069633325,4.18524382132303,3.70867360648143e-05,0.000487744439657381,0.00033506841471967,"F2R/PDPK1/CALM3/PRKCE/SLC8A1/TGFB1/BAX/CALM1/CHD7/ANK2/PRKACA/CYBA/ABL1/PTPN6/PTK2B/CXCL10/THY1/CALM2/SELENON/ITGB3/JPH3/CX3CL1/SNCA/JPH4/CXCL9/TMEM38B/LYN/AKAP6/FKBP1B/TMEM38A/PRKD1/JPH1/DHRS7C/CACNA1C/CXCL11/CASQ1/DRD1/RYR2/PDE4D/JPH2/APLNR/CALML3/F2RL3/CASQ2/ATP1A2/CD19/MIR93/NGF",48
"GO:0003181","atrioventricular valve morphogenesis","20/6579","27/18860",0.740740740740741,2.12347930846183,4.2757235213899,3.74336497870038e-05,0.000491287590061733,0.000337502471763833,"NAGLU/SOX4/NOTCH1/HEY1/TGFBR2/DCHS1/BMP2/OLFM1/EFNA1/CCN1/TBX5/HEY2/GATA4/HEYL/SLIT3/MDM2/TGFB2/ADAMTS19/MDM4/TWIST1",20
"GO:0048146","positive regulation of fibroblast proliferation","35/6579","57/18860",0.614035087719298,1.76025258464599,4.20730666077914,3.88924818826445e-05,0.000508328747740378,0.000349209327289203,"TGIF1/MYC/FN1/NGFR/TGFB1/WNT5A/CD74/ABL1/CDK6/LIF/CCNA2/ITGB3/S100A6/HMGA2/EGFR/AQP1/PDGFC/CDK4/JUN/CD248/SPHK1/DDR2/CDKN1A/PDGFRA/CCNB1/WNT1/AGT/PDGFA/MYB/MIR17/EREG/FGF10/WNT2/PDGFD/BTC",35
"GO:0062237","protein localization to postsynapse","35/6579","57/18860",0.614035087719298,1.76025258464599,4.20730666077914,3.88924818826445e-05,0.000508328747740378,0.000349209327289203,"GRIPAP1/DLG4/GIT1/KIF2C/IQSEC2/CLSTN1/RAB8A/ARHGAP44/CPLX1/CACNA2D2/DAG1/EPB41L3/GRIN2A/OLFM1/MAP2K1/C1QL2/ERBB2/GRIN2C/CACNG2/CACNG7/CACNG3/LRRC7/NSG1/GPC4/NPTX1/C1QL3/GRIP1/LGI1/NETO1/ERBB4/VWC2/LHFPL4/GPC6/RAPSN/GHSR",35
"GO:0042269","regulation of natural killer cell mediated cytotoxicity","34/6579","55/18860",0.618181818181818,1.77214000469814,4.197233568049,4.09944093488858e-05,0.000534698684902443,0.00036732482451016,"TIGIT/HLA-A/HLA-B/HLA-C/TGFB1/HAVCR2/NECTIN2/LGALS9/HLA-E/HLA-F/STAT5A/HLA-G/LILRB1/CD226/KLRK1/KLRC4-KLRK1/INPP5D/VAV1/PIK3R6/KLRC2/SLAMF6/KLRC3/RASGRP1/KLRC4/SH2D1A/KLRC1/LAG3/NECTIN4/IL18RAP/CLEC12B/NCR3/IL12B/KIR2DL4/IL21",34
"GO:1904862","inhibitory synapse assembly","21/6579","29/18860",0.724137931034483,2.07588408258251,4.24375396436007,4.18591895325882e-05,0.00054485708921371,0.000374303398025111,"CLSTN3/HAPLN4/WNT5A/GABRB2/CBLN4/FGF13/GABRB3/GABRA1/GABRA4/GABRA3/GABRA5/CLSTN2/GABRG2/GABRG3/GABRA2/GABRA6/LGI2/SEMA4A/LHFPL4/GABRG1/CBLN1",21
"GO:0030316","osteoclast differentiation","62/6579","117/18860",0.52991452991453,1.51910442836115,4.1224037053806,4.30026679841925e-05,0.000557984260752214,0.000383321441491171,"SLC4A2/FBXW7/PPP3CA/SLC9B2/ANXA2/TYROBP/TREM2/TGFB1/TLR3/CSF1/NOTCH2/CCN4/PAFAH1B1/LILRB4/LTF/P2RX5/FCER1G/RASSF2/FOS/TNFAIP6/PPARGC1B/CAMK4/CCL3/CORO1C/CCR1/FOXP1/CSF1R/TMEM178A/FAM20C/SBNO2/BMP2/PRXL2A/LILRB1/TMEM64/INPP5D/NEDD9/SH3PXD2A/TNF/LRRC17/POU4F1/LRRK1/EFNA2/GPR183/JUNB/MAFB/EPHA2/GPR68/SPI1/CD109/TCIRG1/LILRB3/MITF/KLF10/GPR55/CEBPB/IL23A/CLDN18/CARTPT/CALCR/IL12B/GPC3/TNFSF11",62
"GO:0003197","endocardial cushion development","33/6579","53/18860",0.622641509433962,1.78492458852782,4.18821062570773,4.30437456235735e-05,0.000557984260752214,0.000383321441491171,"TGFBR1/NEDD4/NOTCH1/CRELD1/JAG1/SOX9/TMEM100/HEY1/TBX2/TGFBR2/DCHS1/BMP2/SNAI2/RBM24/TBX5/HEY2/ADAMTS5/MSX1/ENG/GATA4/HEYL/APLNR/MDM2/BMP7/TGFB2/MDM4/TBX20/TWIST1/SNAI1/FOXF1/FGF8/GATA5/DKK1",33
"GO:0007613","memory","68/6579","131/18860",0.519083969465649,1.48805649249462,4.10271033329351,4.49260116409328e-05,0.000579386467963065,0.000398024230613031,"BTBD9/PPP3CB/ATXN1/CRTC1/TREM2/SHANK3/MAP1A/LARGE1/ADCY1/MDK/CAMK2N1/CPEB3/FOS/CALB1/CAMK4/PLCB1/ITGA5/RGS14/SCN2A/SGK1/RASGRF1/PRNP/JPH3/APOE/PTN/PAK6/TAFA2/ROGDI/GRIN2A/RCAN2/MAPT/RCAN1/SHANK1/KCTD16/SYT4/PLK2/KCNK4/ABCC8/SLC8A2/FGF13/HTR2A/SLC24A2/RELN/DRD1/PAK5/SLC6A1/GABRB3/CSMD1/CUX2/SLITRK4/BRINP1/SHISA7/TUBA1A/SLC17A7/DBH/NETO1/CHRNA7/CEBPB/MUSK/HRH1/SLC1A1/CEBPA/ARC/ITGA3/GRIA1/TAC1/SLC8A3/NTF4",68
"GO:0098815","modulation of excitatory postsynaptic potential","32/6579","51/18860",0.627450980392157,1.79871188481473,4.18037064454737,4.50005034507065e-05,0.000579386467963065,0.000398024230613031,"DLG4/SHANK3/TMEM25/STX1A/PRKN/PRKAR1B/S1PR2/STX1B/EIF4A3/MAPK8IP2/PTK2B/TBC1D24/PRKCZ/RGS4/BAIAP2/GRIN2A/SHANK1/RIMS1/SLC8A2/GRIN2B/CELF4/GRIN2C/RELN/RIMS2/GRIN1/CUX2/NRXN1/NETO1/CHRNA7/GRIA1/SLC8A3/CBLN1",32
"GO:2000300","regulation of synaptic vesicle exocytosis","32/6579","51/18860",0.627450980392157,1.79871188481473,4.18037064454737,4.50005034507065e-05,0.000579386467963065,0.000398024230613031,"CALM3/PPP3CA/SYT2/GIT1/PREPL/FBXL20/ATP2A2/SEPTIN5/RIMS3/STXBP5/RAB3A/CACNB4/SLC4A8/PRKCB/PRKCG/CDK5/PPFIA2/RAP1B/SYT4/RIMS1/SYT5/SYN1/SV2B/SYT1/P2RY1/SYT13/RIMS2/CACNA1B/RIMS4/PFN2/SV2C/SYT8",32
"GO:0001911","negative regulation of leukocyte mediated cytotoxicity","22/6579","31/18860",0.709677419354839,2.03443017617149,4.21881817357883,4.54265662642904e-05,0.000579386467963065,0.000398024230613031,"TIGIT/HLA-A/PPP3CB/HLA-B/TGFB1/HAVCR2/NECTIN2/NCKAP1L/FCGR2B/LGALS9/PTPRC/HLA-E/HLA-F/HLA-G/IL7R/LILRB1/INPP5D/KLRC1/CX3CR1/NECTIN4/CLEC12B/KIR2DL4",22
"GO:0002507","tolerance induction","22/6579","31/18860",0.709677419354839,2.03443017617149,4.21881817357883,4.54265662642904e-05,0.000579386467963065,0.000398024230613031,"HLA-B/NR5A2/TGFB1/LILRB4/HAVCR2/FOXJ1/LGALS9/TNFAIP3/HLA-E/HLA-G/IL2RA/TGFBR2/LYN/CBLB/IDO1/LILRB2/PDCD1/IRAK3/CCR4/CD3E/ICOS/PSG9",22
"GO:0019886","antigen processing and presentation of exogenous peptide antigen via MHC class II","22/6579","31/18860",0.709677419354839,2.03443017617149,4.21881817357883,4.54265662642904e-05,0.000579386467963065,0.000398024230613031,"B2M/IFI30/HLA-DPA1/HLA-DRA/HLA-DMB/HLA-DOA/FCER1G/CD74/HLA-DPB1/HLA-DMA/CTSS/UNC93B1/FCGR2B/HLA-DRB1/HLA-DRB5/HLA-DQA2/HLA-DQA1/HLA-DQB1/HLA-DQB2/CTSL/CTSV/HLA-DOB",22
"GO:0031629","synaptic vesicle fusion to presynaptic active zone membrane","22/6579","31/18860",0.709677419354839,2.03443017617149,4.21881817357883,4.54265662642904e-05,0.000579386467963065,0.000398024230613031,"SYT2/PRRT2/RAB3A/STXBP1/STX1B/CPLX1/SNAP23/DOC2A/STX11/RPH3A/DOC2B/ERC2/SNAP25/SYT4/SYT5/SYT1/SYT7/SYT13/CPLX2/CPLX3/SYT9/SYT8",22
"GO:0099558","maintenance of synapse structure","22/6579","31/18860",0.709677419354839,2.03443017617149,4.21881817357883,4.54265662642904e-05,0.000579386467963065,0.000398024230613031,"DCTN1/GIT1/RIMS3/SYNGAP1/CHCHD10/RAB3A/GRN/BSN/ITGB3/ADGRB3/PPFIA2/SHANK1/ERC2/PCLO/CBLN2/RIMS1/C1QL1/RIMS2/PRICKLE1/RAPSN/PLXNA4/CBLN1",22
"GO:0001667","ameboidal-type cell migration","120/6579","256/18860",0.46875,1.343764249886,4.05321774017786,4.5517346749583e-05,0.000579386467963065,0.000398024230613031,"MMP2/GLIPR2/TGFBR1/HAS2/PAK1/IQSEC1/SYDE1/PRKCE/SMO/FN1/HYAL2/GNA13/WASF2/PFN1/TGFB1/BAG4/LRP5/ACVR1B/MAPRE2/ARHGDIB/PAFAH1B1/EFNB1/RREB1/NRP2/PLCG2/WNT5A/DMTN/PKN1/FAM114A1/ITGB1/IQGAP1/SEMA6B/CD63/SEMA5A/HIF1A/TIMP1/SOX9/OVOL2/RTN4/CORO1C/RCC2/ADAM9/CALR/PRR5L/ITGB3/MMP9/SEMA6A/EDNRA/AQP1/SEMA4F/GBX2/VEGFA/GNA12/HAND2/JUN/FAT2/ARHGAP4/TGFBR2/FBN2/PKN3/CD248/EDNRB/DUSP10/SNAI2/ITGA2/EPB41L4B/THBS1/KANK2/HAS1/CYGB/DDR2/PROX1/MACIR/KANK1/CDH2/PTPRR/HBEGF/SOX8/SEMA7A/MSTN/FOLR1/INSL3/ITGA4/PITX2/FERMT1/BMP7/MIR19A/LAMA5/PDLIM1/ITGB4/CCN3/TGFB2/LTB4R2/TPBG/MESP1/GDNF/ACVR1C/SEMA4A/ITGB7/NRP1/ERBB4/SEMA3G/PFN2/TACSTD2/CRB2/ITGA3/MIR15B/TWIST1/MARVELD3/NODAL/SNAI1/TAC1/GPC3/FGF10/FGF8/RET/KRT16/MIR16-1/LRG1/NRTN",120
"GO:0001885","endothelial cell development","40/6579","68/18860",0.588235294117647,1.68629239201381,4.14953609548035,4.61010696243631e-05,0.000585640641981639,0.000402320694095539,"VEZF1/RDX/PLOD3/CLIC4/IKBKB/RAPGEF2/MSN/S1PR2/MYD88/TNFRSF1A/S1PR3/PLCB1/F2RL1/GPX1/ROCK2/HOXA13/EDNRA/HEG1/ICAM1/VEGFA/PDE2A/HPSE/RAP1B/EDNRB/ARHGEF26/PPP1R16B/VCL/TNF/COL18A1/STC1/IL1B/PDE4D/ROBO4/TJP3/ID1/F11R/RAPGEF3/PECAM1/TJP2/GSTM3",40
"GO:0097028","dendritic cell differentiation","31/6579","49/18860",0.63265306122449,1.81362467467607,4.17386710367984,4.6817394413507e-05,0.000593550926374442,0.000407754864607744,"HLA-B/TREM2/TGFB1/NOTCH2/ITGB8/CAMK4/FCGR2B/UBD/LGALS9/F2RL1/FLT3LG/HLA-G/RELB/TGFBR2/LYN/TMEM176B/FLT3/IRF8/LILRB1/TMEM176A/AGER/CLEC12A/LILRB2/SPI1/TRPM2/BATF/BATF2/LTBR/CEBPB/MIR223/PRTN3",31
"GO:0042130","negative regulation of T cell proliferation","45/6579","79/18860",0.569620253164557,1.63292870872223,4.12602060201917,4.81137867074842e-05,0.000605364226496798,0.000415870310777435,"SLC4A2/BTN2A2/PELI1/LAPTM5/TGFB1/LILRB4/CD86/PTPN6/HAVCR2/VSIG4/FOXJ1/TWSG1/CASP3/LGALS9/HLA-DRB1/HLA-E/PRNP/HLA-G/IL2RA/PLA2G2A/LILRB1/ERBB2/CD37/CDKN2A/SPN/CBLB/IDO1/CD80/GPNMB/LILRB2/RIPOR2/IL4I1/IL10/IL20RB/SFTPD/CR1/PDCD1LG2/CLEC4G/CEBPB/CTLA4/PLA2G5/BTLA/VTCN1/LGALS9C/PLA2G2D",45
"GO:0010644","cell communication by electrical coupling","23/6579","33/18860",0.696969696969697,1.99800098568908,4.19971468298058,4.81311831762717e-05,0.000605364226496798,0.000415870310777435,"CALM3/SLC8A1/CALM1/PRKACA/CAV1/ATP1B1/CALM2/ANK3/ATP1A1/KCNA1/GJC1/IRX3/ATP1A3/CACNA1C/TBX5/RYR2/PDE4D/GJB2/GJB6/PKP2/GJD3/CASQ2/ATP1A2",23
"GO:0060292","long-term synaptic depression","23/6579","33/18860",0.696969696969697,1.99800098568908,4.19971468298058,4.81311831762717e-05,0.000605364226496798,0.000415870310777435,"STAU2/PRRT1/IQSEC2/SHANK3/STXBP1/VPS13A/KCNB1/PICK1/GRM2/MAPT/DRD5/PLK2/SHANK2/SLC24A2/AGER/DRD1/LILRB2/CD38/SORCS2/ARC/GRIA1/CBLN1/PENK",23
"GO:2000463","positive regulation of excitatory postsynaptic potential","23/6579","33/18860",0.696969696969697,1.99800098568908,4.19971468298058,4.81311831762717e-05,0.000605364226496798,0.000415870310777435,"DLG4/SHANK3/STX1A/PRKAR1B/STX1B/PTK2B/TBC1D24/PRKCZ/RGS4/BAIAP2/GRIN2A/SHANK1/RIMS1/GRIN2B/GRIN2C/RELN/RIMS2/GRIN1/CUX2/NRXN1/NETO1/CHRNA7/GRIA1",23
"GO:0060563","neuroepithelial cell differentiation","30/6579","47/18860",0.638297872340426,1.82980663814264,4.1688782666408,4.84392856752237e-05,0.000606831288330519,0.000416878146116913,"SERPINE1/SOX11/SOX4/NOTCH1/TGFB1/NKX6-3/ABL1/JAG1/EMX1/FAM20C/POU3F2/HES1/BMP2/DSPP/OTP/NKX2-2/CDH2/RFX6/ONECUT1/MSX1/DLL1/INSM1/LEF1/MAP1B/CEBPB/ASCL1/LHX3/NODAL/VAX1/FGF8",30
"GO:0090278","negative regulation of peptide hormone secretion","30/6579","47/18860",0.638297872340426,1.82980663814264,4.1688782666408,4.84392856752237e-05,0.000606831288330519,0.000416878146116913,"REST/MIDN/PRKN/SYTL4/UCP2/KCNB1/FOXO1/F2RL1/GNAZ/KCNJ11/GNAO1/FKBP1B/VSNL1/ABCC8/INHBB/CHGA/ADRA2C/CRH/NPFF/CCN3/ACVR1C/ADRA2A/FFAR4/PDE8B/CARTPT/GNAI1/CRHBP/GHSR/MTNR1B/FFAR2",30
"GO:0002495","antigen processing and presentation of peptide antigen via MHC class II","24/6579","35/18860",0.685714285714286,1.96573513126181,4.18549635308922,5.00127530462523e-05,0.000625307379803142,0.000429570765809915,"B2M/TREM2/IFI30/HLA-DPA1/HLA-DRA/HLA-DMB/HLA-DOA/FCER1G/CD74/HLA-DPB1/HLA-DMA/CTSS/UNC93B1/FCGR2B/HLA-DRB1/HLA-DRB5/HLA-DQA2/PYCARD/HLA-DQA1/HLA-DQB1/HLA-DQB2/CTSL/CTSV/HLA-DOB",24
"GO:0086091","regulation of heart rate by cardiac conduction","28/6579","43/18860",0.651162790697674,1.86668646185714,4.16431387340643,5.08366379133836e-05,0.00063435718057665,0.000435787756004285,"SCN1B/SCN2B/ANK2/CAV1/KCNH6/KCNQ1/KCNE3/CACNB2/KCNJ3/KCNE4/CACNA1C/SCN4B/SCN3B/HCN1/CACNA1D/CACNA2D1/HCN4/KCNE5/KCNJ5/KCND3/KCNA5/CACNA1G/PKP2/DSP/SCN5A/ACE/KCNE1/DSG2",28
"GO:0002504","antigen processing and presentation of peptide or polysaccharide antigen via MHC class II","25/6579","37/18860",0.675675675675676,1.93695747731315,4.17540618397058,5.11387497077155e-05,0.000636873348521038,0.00043751630139762,"B2M/TREM2/IFI30/HLA-DPA1/HLA-DRA/HLA-DMB/HLA-DOA/FCER1G/CD74/HLA-DPB1/HLA-DMA/CTSS/UNC93B1/FCGR2B/HLA-DRB1/HLA-DRB5/HLA-DQA2/PYCARD/HLA-DQA1/THBS1/HLA-DQB1/HLA-DQB2/CTSL/CTSV/HLA-DOB",25
"GO:0048705","skeletal system morphogenesis","110/6579","232/18860",0.474137931034483,1.35920981597664,4.02931742102534,5.1313534475265e-05,0.000637797049095499,0.000438150860937402,"MMP2/MMP14/TGFBR1/HAS2/MDFI/SOX11/PLEKHA1/SLC39A1/HOXD4/MYC/COL3A1/MEF2C/SFRP4/SERPINH1/HOXD10/PRRX1/HYAL2/HOXD8/TGFB1/LRP5/SHOX2/HOXD9/HOXA5/BMP1/HOXB3/TSKU/LTF/COL1A1/HOXA3/GSC/TFAP2A/HOXD11/HOXC4/HOXD3/INPPL1/CHST11/SATB2/CCN2/SIX1/RDH10/EIF4A3/TIPARP/SOX9/HOXA7/HOXA4/HOXA2/HOXB2/IRX5/HOXC9/HOXC8/HOXA1/TBX15/TMEM119/HOXB7/VEGFA/ACP5/HOXB4/TGFBR2/HOXC11/CYP26B1/FBN2/CSRNP1/HOXA9/HOXA11/WNT10B/THBS3/SOX6/MGP/DHRS3/TULP3/PDGFRA/NKX3-2/MSX1/CHSY1/OSR2/STC1/SMPD3/HOXB6/BMP7/LAMA5/SPEF2/RIPPLY2/RARB/TGFB2/POC1A/TRPV4/WNT9B/FGR/MMP13/GRHL2/RUNX2/TBX4/RFLNA/IFITM5/NPPC/HOXB9/HOXB8/SP5/MYCN/FGF6/HOXB5/TWIST1/FGF18/NODAL/EYA1/TIFAB/LHX1/COL2A1/FGF8/DCANP1",110
"GO:0050709","negative regulation of protein secretion","44/6579","77/18860",0.571428571428571,1.63811260938484,4.10660203153779,5.2389959139181e-05,0.000649902056718725,0.000446466702974131,"F2R/REST/SERGEF/RAB11FIP5/MIDN/PRKN/ADTRP/SYTL4/UCP2/KCNB1/FOXO1/F2RL1/CD200/APOE/GNAZ/RHBDF2/SYT4/KCNJ11/GNAO1/FKBP1B/VSNL1/ABCC8/RHBDF1/INHBB/OPRM1/CHGA/ADRA2C/IL1B/MIR19A/HMGCR/NPFF/CCN3/ACVR1C/ADRA2A/PDE8B/GNAI1/RAB11FIP1/RSAD2/GHSR/MIR93/IL12B/MTNR1B/FFAR2/MIR766",44
"GO:0045598","regulation of fat cell differentiation","75/6579","148/18860",0.506756756756757,1.45271810798487,4.04688652564001,5.4056697638403e-05,0.000664165374439483,0.000456265250879043,"ZFP36L2/NAPEPLD/WWTR1/TGFB1/LRP5/ANKRD26/CCN4/MEX3C/TGFB1I1/RREB1/WNT5A/ZFP36L1/SIX1/JAG1/CCDC85B/ID4/AAMDC/FOXO1/LRP3/NR1D1/CMKLR1/ZC3H12A/FERMT2/VEGFA/C1QL4/HES1/TLCD3B/CDS1/BMP2/DUSP10/SNAI2/TMEM64/WNT10B/LPL/HTR2A/SOX13/TNF/MMP11/TRIB2/ZFP36/ENPP1/ALOX5/FNDC5/RUNX1T1/MIR21/WNT1/LMO3/SOD2/TRIB3/METRNL/CCDC3/BMP7/TRPV4/PTPRQ/XBP1/YAP1/PIM1/MIR128-1/SLC7A10/CEBPB/FFAR4/IL6/DDIT3/ZFPM2/VSTM2A/HTR2C/CEBPA/RARRES2/WIF1/MIR27A/DKKL1/MIR17/MIR548D1/MIR138-1/ADIG",75
"GO:0031632","positive regulation of synaptic vesicle fusion to presynaptic active zone membrane","13/6579","15/18860",0.866666666666667,2.48447079090034,4.20960767985969,5.40636272615197e-05,0.000664165374439483,0.000456265250879043,"SYT2/PRRT2/DOC2A/RPH3A/DOC2B/ERC2/SYT4/SYT5/SYT1/SYT7/SYT13/SYT9/SYT8",13
"GO:0048791","calcium ion-regulated exocytosis of neurotransmitter","13/6579","15/18860",0.866666666666667,2.48447079090034,4.20960767985969,5.40636272615197e-05,0.000664165374439483,0.000456265250879043,"PPP3CA/ATP2A2/RAB3A/STXBP1/STX1B/CDK5/DOC2B/SNAP25/STXBP2/SYT1/SYT7/RIMS2/CACNA1B",13
"GO:0099502","calcium-dependent activation of synaptic vesicle fusion","13/6579","15/18860",0.866666666666667,2.48447079090034,4.20960767985969,5.40636272615197e-05,0.000664165374439483,0.000456265250879043,"SYT2/PRRT2/DOC2A/RPH3A/DOC2B/ERC2/SYT4/SYT5/SYT1/SYT7/SYT13/SYT9/SYT8",13
"GO:1901634","positive regulation of synaptic vesicle membrane organization","13/6579","15/18860",0.866666666666667,2.48447079090034,4.20960767985969,5.40636272615197e-05,0.000664165374439483,0.000456265250879043,"SYT2/PRRT2/DOC2A/RPH3A/DOC2B/ERC2/SYT4/SYT5/SYT1/SYT7/SYT13/SYT9/SYT8",13
"GO:0006334","nucleosome assembly","63/6579","120/18860",0.525,1.50501595987232,4.06193847266963,5.42086632164472e-05,0.000664659025394698,0.000456604376924447,"H1-5/H3C2/H3C3/BAZ1A/H3C11/H3C7/H2BC17/H2BC9/H3C10/H3C14/H3C15/TSPYL1/ASF1B/H3C8/H3C4/H3C12/H2BC11/TSPYL4/H4C13/H3C13/H2BC21/H2BC3/H2BC10/H3-3A/H1-3/NAP1L5/MCM2/H4C2/H1-2/NAP1L3/TSPYL2/H3C6/H3-3B/CHRAC1/H2BC7/SOX9/H2BC6/H2BC13/H2BC14/HMGB2/NASP/H4C14/H4C15/NAP1L2/H4C1/H2AX/ANP32B/H2BC4/H4C8/TSPYL5/H3C1/H4C6/H1-4/H2BC15/H4C11/H4C12/ATAD2/H2BC8/H1-6/H1-8/H4C4/H1-9P/H4C9",63
"GO:0035051","cardiocyte differentiation","85/6579","172/18860",0.494186046511628,1.4166816898023,4.01799725054631,5.80610146855149e-05,0.000710518865041465,0.000488108957029008,"REST/NAGLU/CDK1/PAK1/NOTCH1/MEF2C/SLC8A1/ASB2/TGFB1/SHOX2/VCAM1/PDLIM5/ADPRHL1/GSK3A/MAPK3/LARGE1/LMNA/JAG1/ITGB1/MYH10/FZD7/CACYBP/RGS4/AKAP13/CALR/EDNRA/EGFR/TBX2/FOXP1/ALPK2/VEGFA/HAND2/HES1/BMP2/AKAP6/IRX3/NKX2-5/SORBS2/MEIS1/SOX6/SPRY1/PROX1/PDGFRA/CCNB1/TBX5/HEY2/MIR21/POPDC1/FHOD3/GATA4/FOLR1/DLL1/MIR590/PRICKLE1/PITX2/MIR199B/BMP7/MIR19A/COL14A1/NEBL/RARB/TGFB2/MESP1/MYH11/ALPK3/EEF1AKMT4-ECE2/MIR23A/EOMES/NOX4/WT1/POU5F1/MYLK3/PI16/TWIST1/RGS2/NRG1/NPPA/GATA6/LRRC10/MYOCD/ADRA1A/SGCD/NRAP/MIR204/DKK1",85
"GO:0035930","corticosteroid hormone secretion","17/6579","22/18860",0.772727272727273,2.21517500587268,4.17402629003064,5.97563644403102e-05,0.000728453065744474,0.000500429311112476,"TSPO/CRY2/CRY1/KCNQ1/DAB2/CRHR1/C1QTNF1/SELENOM/GALR1/CRH/KCNK9/AGT/WNK4/AGTR1/TAC1/REN/GAL",17
"GO:0098664","G protein-coupled serotonin receptor signaling pathway","17/6579","22/18860",0.772727272727273,2.21517500587268,4.17402629003064,5.97563644403102e-05,0.000728453065744474,0.000500429311112476,"HTR6/HTR1B/PLCB3/HTR1F/GNAZ/GNAO1/OXGR1/HTR2A/HTR1A/HTR5A/HTR1E/HTR4/GNAI1/HTR2C/HTR7/HRH1/HTR1D",17
